Common Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Kingdom,Class
Sutton's Crayfish,Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Malacostraca
Maleny Crayfish,Endangered,-,-,-,Yes,-,-,-,-,Animalia,Malacostraca
Cudgegong Giant Spiny Crayfish,Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Malacostraca
"Cardwell Crayfish, Cardwell Hairy Crayfish",Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Malacostraca
Southern Right Whale,Endangered,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Mammalia
Badgingarra Box,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Black Gum,Vulnerable,Yes,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Lima Stringybark,Endangered,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
a stringybark,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Mountain Swamp Gum, Broad-leaved Sallee, Broad-leaved Sally",Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Queensland White Gum, Queensland Western White Gum, Lapunyah, Scrub Gum, White Gum",Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Yanchep Mallee, Wabling Hill Mallee",Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Ponton Creek Mallee,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Bean's Ironbark,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Beard's Mallee,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Camden White Gum, Nepean River Gum",Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Bolivia Stringybark, Bolivia Hill Stringybark",Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Mukinbudin Mallee,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Burdett Gum,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Warby Range Swamp Gum,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Ovenden's Ironbark,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Camfield's Stringybark,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Silver-leaf Candlebark, Mt Canobolas Candlebark",Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Seppelt Range Gum,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Swamp Stringybark,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Crowned Mallee,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Silver Gum, Buxton Gum",Endangered,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Yandanooka Mallee,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Silver Mallee,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Paynes Find Mallee,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Mallee Box,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Dalveen Blue Box,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Dandaragan Mallee, Mount Misery Mallee",Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Brumby Sallee,Endangered,-,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Slaty Red Gum,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Miena Cider Gum,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
Goodwood Gum,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Imlay Mallee, Mount Imlay Mallee",Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Eneabba Mallee,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Durikai Mallee,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Twin Peak Island Mallee,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Johnson's Mallee,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Mount Beerwah Mallee,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Araluen Gum,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Albatross Mallee, Green Mallee Ash",Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Craven Grey Box,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Laterite Mallee,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Scaly Butt Mallee, Scaly-butt Mallee",Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Camden Woollybutt, Paddys River Box",Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
McKie's Stringybark,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Goblet Mallee,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Mountain White Gum,  King Leopold Range Mallee, Moore's Gum",Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Morrisby's Gum, Morrisbys Gum",Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
"Narrow-leaved Peppermint, Narrow-leaved Black Peppermint",Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Mt Isa Mallee,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Banyabba Shiny-barked Gum,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Mt Stuart Ironbark,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Wadbilliga Ash,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Mount Compass Swamp Gum, Fleurieu Swamp Gum, Marsh Gum",Endangered,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
"Earp's Gum, Earp's Dirty Gum",Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Small-leaved Gum,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Brumby Mallee-gum,Critically Endangered,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Jimberlana Mallee,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Midlands Gum, Jingymia Gum",Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Silver-leaved Mountain Gum, Silver-leaved Gum",Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Pokolbin Mallee,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Black Ironbox,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Silver Mallet,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Mongarlowe Mallee,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Rose Mallee,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Robertson's Peppermint,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Blackbutt Candlebark,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Wallangarra White Gum, Willow Gum",Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Steedmans Gum,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Jillaga Ash,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Strzelecki Gum,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Ettrema Mallee,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Cork Mallee, Mount Lesueur Mallee",Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Jingymia Mallee,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Helidon Ironbark,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Square-fruited Ironbark,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Cadda Road Mallee, Cadda Mallee",Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Meelup Mallee,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Alpine Water Skink,Vulnerable,Yes,Yes,-,-,-,-,Yes,-,Animalia,Reptilia
Blue Mountains Water Skink,Endangered,-,Yes,-,-,-,-,-,-,Animalia,Reptilia
"Corangamite Water Skink, Dreeite Water Skink",Endangered,-,-,-,-,-,-,Yes,-,Animalia,Reptilia
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Norfolk Island Euphorbia,Critically Endangered,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida
a herb,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Shiny Cliff Eyebright,Vulnerable,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Lamington Eyebright, Mt. Merino Eyebright",Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Purple Eyebright, Mueller's Eyebright",Endangered,-,Yes,-,-,Yes,-,Yes,-,Plantae,Magnoliopsida
Osborn's Eyebright,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
Thick Eyebright,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Bogong Eyebright,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
"Shy Eyebright, Southport Eyebright",Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
Swamp Eyebright,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
"Bufton's Eyebright, Hairy Cliff Eyebright",Vulnerable,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
subshrub,Extinct,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Peninsula Eyebright,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
"Masked Eyebright, Masked Cliff Eyebright",Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
Grey Falcon,Vulnerable,Yes,Yes,Yes,Yes,Yes,-,Yes,Yes,Animalia,Aves
"Crested Shrike-tit (northern), Northern Shrike-tit",Vulnerable,-,-,Yes,-,-,-,-,Yes,Animalia,Aves
-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida
"Ball Nut, Possum Nut, Big Nut, Beefwood",Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Southern Fontainea,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Coastal Fontainea,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Silky Frankenia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Decurrent-leaved Frankenia,Extinct,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Short-leaved Frankenia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
"Christmas Island Frigatebird, Andrew's Frigatebird",Endangered,-,-,-,-,-,-,-,-,Animalia,Aves
"White-bellied Storm-Petrel (Tasman Sea), White-bellied Storm-Petrel (Australasian)",Vulnerable,-,Yes,-,Yes,-,Yes,Yes,-,Animalia,Aves
Dunmall's Snake,Vulnerable,-,Yes,-,Yes,-,-,-,-,Animalia,Reptilia
Western Victorian Blackfish,Endangered,-,-,-,-,-,-,Yes,-,Animalia,Actinopterygii
East Gippsland Galaxias,Critically Endangered,-,-,-,-,-,-,Yes,-,Animalia,Actinopterygii
Golden Galaxias,Endangered,-,-,-,-,-,Yes,-,-,Animalia,Actinopterygii
Short-tail Galaxias,Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Actinopterygii
Swan Galaxias,Endangered,-,-,-,-,-,Yes,-,-,Animalia,Actinopterygii
Barred Galaxias,Endangered,-,-,-,-,-,-,Yes,-,Animalia,Actinopterygii
Shaw Galaxias,Critically Endangered,-,-,-,-,-,-,Yes,-,Animalia,Actinopterygii
Clarence Galaxias,Endangered,-,-,-,-,-,Yes,-,-,Animalia,Actinopterygii
Tapered Galaxias,Critically Endangered,-,-,-,-,-,-,Yes,-,Animalia,Actinopterygii
West Gippsland Galaxias,Critically Endangered,-,-,-,-,-,-,Yes,-,Animalia,Actinopterygii
McDowall's Galaxias,Critically Endangered,-,-,-,-,-,-,Yes,-,Animalia,Actinopterygii
Dargo Galaxias,Critically Endangered,-,-,-,-,-,-,Yes,-,Animalia,Actinopterygii
Swamp Galaxias,Vulnerable,-,-,-,-,-,Yes,-,-,Animalia,Actinopterygii
Pedder Galaxias,Extinct in the wild,-,-,-,-,-,Yes,-,-,Animalia,Actinopterygii
"Flathead Galaxias, Beaked Minnow, Flat-headed Galaxias, Flat-headed Jollytail, Flat-headed Minnow",Critically Endangered,-,Yes,-,-,Yes,-,Yes,-,Animalia,Actinopterygii
"Hunter Galaxias, Hunter Upland Galaxias",Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Actinopterygii
Moroka Galaxias,Critically Endangered,-,-,-,-,-,-,Yes,-,Animalia,Actinopterygii
Morwell Galaxias,Critically Endangered,-,-,-,-,-,-,Yes,-,Animalia,Actinopterygii
Yalmy Galaxias,Critically Endangered,-,-,-,-,-,-,Yes,-,Animalia,Actinopterygii
Kosciuszko Galaxias,Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Actinopterygii
Stocky Galaxias,Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Actinopterygii
Saddled Galaxias,Vulnerable,-,-,-,-,-,Yes,-,-,Animalia,Actinopterygii
Roundsnout Galaxias,Endangered,-,Yes,-,-,-,-,Yes,-,Animalia,Actinopterygii
Western Trout Minnow,Endangered,-,-,-,-,-,-,-,Yes,Animalia,Actinopterygii
"Western Dwarf Galaxias, Western Mud Minnow",Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Actinopterygii
"Blackstriped Dwarf Galaxias, Black-stripe Minnow",Endangered,-,-,-,-,-,-,-,Yes,Animalia,Actinopterygii
"Eastern Dwarf Galaxias, Dwarf Galaxias",Endangered,-,-,-,-,-,Yes,Yes,-,Animalia,Actinopterygii
"Tope, Flake, Oil Shark, School Shark",Conservation Dependent,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Chondrichthyes
Subantarctic Bedstraw,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
"Latham's Snipe, Japanese Snipe",Vulnerable,Yes,Yes,-,Yes,Yes,Yes,Yes,-,Animalia,Aves
-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Hann Gardenia,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Scale-leaf Poison,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Metricup Pea,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Bodallin Poison,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Spike Poison, Wongan Poison",Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Granite Poison,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Hook-point Poison,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Cranbrook Pea,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Yellow-leafed Gastrolobium,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Broad-leaved Gastrolobium,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Butterfly-leaved Gastrolobium,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Green Waxberry,Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Yellow Gnat-orchid, Bauer's Midge Orchid, Brittle Midge Orchid",Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
"Plumed Midge-orchid, Tallong Midge Orchid",Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
Pambula Midge-orchid,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
Cardwell Midge Orchid,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida
East Lynne Midge-orchid,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
Baeuerlen's Gentian,Critically Endangered,Yes,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Bredbo Gentian,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Wingecarribee Gentian,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
New England Gentian,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"White-bellied Frog, Creek Frog",Critically Endangered,-,-,-,-,-,-,-,Yes,Animalia,Amphibia
Orange-bellied Frog,Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Amphibia
Squatter Pigeon (southern),Vulnerable,-,Yes,-,Yes,-,-,-,-,Animalia,Aves
Partridge Pigeon (western),Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Aves
Partridge Pigeon (eastern),Vulnerable,-,-,Yes,-,-,-,-,Yes,Animalia,Aves
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida
"Lord Howe Gerygone, Lord Howe Warbler",Extinct,-,Yes,-,-,-,-,-,-,Animalia,Aves
"Mountain Angelica, Broad-leafed Carrot",Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Nangetty Grass,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida
"Clover Glycine, Purple Clover",Vulnerable,-,Yes,-,-,Yes,Yes,Yes,-,Plantae,Magnoliopsida
"Northern River Shark, New Guinea River Shark",Endangered,-,-,Yes,-,-,-,-,Yes,Animalia,Chondrichthyes
Speartooth Shark,Critically Endangered,-,-,Yes,Yes,-,-,-,-,Animalia,Chondrichthyes
-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Gypsum Goodenia,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Vulnerable,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida
"Sweet Myrtle, Small-leaved Myrtle",Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Angle-stemmed Myrtle,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Western Woolly Cyphanthera, Western Cyphanthera",Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Painted Honeyeater,Vulnerable,Yes,Yes,Yes,Yes,Yes,-,Yes,-,Animalia,Aves
"Holly-leaved Graptophyllum, Mt Blackwood Holly",Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Veiny Graptophyllum,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Bog Grevillea,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Mt Lesueur Grevillea,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Beadle's Grevillea,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Enfield Grevillea,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Large-flowered Short-styled Grevillea,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Burrowa Grevillea,Critically Endangered,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Caley's Grevillea,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Foote's Grevillea, Cataby Grevillea, Black Magic Grevillea",Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Colquhoun Grevillea, Nowa Nowa Grevillea",Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Christine's Grevillea,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
a shrub,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Curved-leaf Grevillea,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Narrow curved-leaf Grevillea,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Phalanx Grevillea,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Hairy Phalanx Grevillea,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Ironstone Grevillea,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Zig Zag Grevillea,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Drooping Grevillea, Ben Major Grevillea",Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Coochin Hills Grevillea,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Spreading Grevillea,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Wee Jasper Grevillea,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Anglesea Grevillea,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Fan-leaf Grevillea,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Lake Varley Grevillea,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Pine Mountain Grevillea, Green Grevillea",Endangered,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Flame Spider-flower,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
McCutcheon's Grevillea,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Maxwell's Grevillea,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Langi Ghiran Grevillea,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Grey Grevillea,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Small-flower Grevillea,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Pythara Grevillea,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Rare Grevillea,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Carrington Falls Grevillea,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Corrigin Grevillea,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Black Grevillea,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Spider Net Grevillea,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Mt Finke Grevillea, Scarlet Grevillea",Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
Tumut Grevillea,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Magnificent Helicarionid Land Snail,Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Gastropoda
-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Leadbeater's Possum,Critically Endangered,-,-,-,-,-,-,Yes,-,Animalia,Mammalia
Net-veined Gyrostemon,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Whiskered Rein Orchid,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida
Column Hakea,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Kowmung Hakea,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Gnarled Corkbark, Fraser's Hakea",Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Lesueur Hakea,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Lake Keepit Hakea,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Three-veined Hakea,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Lord Howe Abalone,Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Gastropoda
Blue Petrel,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Aves
"Wingless Raspwort, Square Raspwort",Vulnerable,-,Yes,-,-,Yes,-,Yes,-,Plantae,Magnoliopsida
