Species,Common_name,Official_country,Probable_starting_year_adjusted,Probable_ending_year_adjusted,Cost_estimate_per_year_2017_USD_exchange_rate,Impacted_sector,Type_of_cost,Method_reliability
Solenopsis invicta,Red Imported Fire Ant,Australia,2020,2021,2354352.93,Authorities-Stakeholders,Control/Surveillance,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2021,2022,2396134.62,Authorities-Stakeholders,Control/Surveillance,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2022,2023,2438946.39,Authorities-Stakeholders,Control/Surveillance,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2023,2024,2482815.06,Authorities-Stakeholders,Control/Surveillance,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2024,2025,2527765.92,Authorities-Stakeholders,Control/Surveillance,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2025,2026,2573825.80,Authorities-Stakeholders,Control/Surveillance,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2026,2027,2621021.52,Authorities-Stakeholders,Control/Surveillance,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2017,2018,395275.58,Authorities-Stakeholders,Surveillance,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2018,2019,461861.87,Authorities-Stakeholders,Surveillance,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2019,2020,602494.07,Authorities-Stakeholders,Surveillance,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2020,2021,613112.89,Authorities-Stakeholders,Surveillance,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2021,2022,623993.07,Authorities-Stakeholders,Surveillance,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2022,2023,635142.26,Authorities-Stakeholders,Surveillance,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2023,2024,646566.60,Authorities-Stakeholders,Surveillance,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2024,2025,658272.22,Authorities-Stakeholders,Surveillance,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2025,2026,670266.78,Authorities-Stakeholders,Surveillance,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2026,2027,682557.95,Authorities-Stakeholders,Surveillance,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2017,2018,776754.72,Authorities-Stakeholders,Prevention,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2018,2019,1036228.88,Authorities-Stakeholders,Prevention,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2019,2020,1054364.81,Authorities-Stakeholders,Prevention,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2020,2021,1072946.80,Authorities-Stakeholders,Prevention,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2021,2022,1091988.64,Authorities-Stakeholders,Prevention,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2022,2023,1032106.28,Authorities-Stakeholders,Prevention,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2023,2024,1008643.69,Authorities-Stakeholders,Prevention,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2024,2025,987408.33,Authorities-Stakeholders,Prevention,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2025,2026,988643.81,Authorities-Stakeholders,Prevention,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2026,2027,682557.95,Authorities-Stakeholders,Prevention,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2017,2018,1136144.72,Authorities-Stakeholders,Communication,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2018,2019,1332294.49,Authorities-Stakeholders,Communication,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2019,2020,1370674.02,Authorities-Stakeholders,Communication,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2020,2021,1394830.99,Authorities-Stakeholders,Communication,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2021,2022,1419585.00,Authorities-Stakeholders,Communication,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2022,2023,1444949.09,Authorities-Stakeholders,Communication,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2023,2024,1470938.59,Authorities-Stakeholders,Communication,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2024,2025,1497569.58,Authorities-Stakeholders,Communication,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2025,2026,1524857.39,Authorities-Stakeholders,Communication,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2026,2027,1552818.90,Authorities-Stakeholders,Communication,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2017,2018,1166456.09,Authorities-Stakeholders,Research,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2018,2019,962212.86,Authorities-Stakeholders,Research,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2019,2020,979052.76,Authorities-Stakeholders,Research,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2020,2021,996308.07,Authorities-Stakeholders,Research,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2021,2022,1013988.74,Authorities-Stakeholders,Research,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2022,2023,1032106.28,Authorities-Stakeholders,Research,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2023,2024,1050670.64,Authorities-Stakeholders,Research,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2024,2025,1069692.55,Authorities-Stakeholders,Research,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2025,2026,1005400.94,Authorities-Stakeholders,Research,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2026,2027,938516.51,Authorities-Stakeholders,Research,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2017,2018,800014.97,Authorities-Stakeholders,Research,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2018,2019,592131.23,Authorities-Stakeholders,Research,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2017,2018,854198.20,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2017,2018,386746.03,Authorities-Stakeholders,Research,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2018,2019,879314.73,Authorities-Stakeholders,Research,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2017,2018,614287.06,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2018,2019,666147.25,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2019,2020,677806.11,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2020,2021,689751.62,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2021,2022,701992.21,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2022,2023,714534.76,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2023,2024,727386.95,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2024,2025,740556.44,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2025,2026,754050.13,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2026,2027,767877.22,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2017,2018,1103960.21,Authorities-Stakeholders,Administration/Prevention,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2018,2019,1051032.39,Authorities-Stakeholders,Administration/Prevention,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2019,2020,1069426.60,Authorities-Stakeholders,Administration/Prevention,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2020,2021,1088275.31,Authorities-Stakeholders,Administration/Prevention,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2021,2022,1107588.47,Authorities-Stakeholders,Administration/Prevention,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2022,2023,1143256.38,Authorities-Stakeholders,Administration/Prevention,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2023,2024,1163819.58,Authorities-Stakeholders,Administration/Prevention,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2024,2025,1184890.16,Authorities-Stakeholders,Administration/Prevention,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2025,2026,1206481.13,Authorities-Stakeholders,Administration/Prevention,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2026,2027,1228604.01,Authorities-Stakeholders,Administration/Prevention,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2017,2018,1985591.08,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2018,2019,2205687.82,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2019,2020,2319601.66,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2020,2021,2360483.57,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2021,2022,2402374.09,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2022,2023,2445297.76,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2023,2024,2489280.62,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2024,2025,2534348.75,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2025,2026,2580528.19,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2026,2027,2627847.31,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2017,2018,862432.68,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2018,2019,888196.84,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2019,2020,903740.72,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2020,2021,919669.34,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2021,2022,935989.61,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2022,2023,952713.78,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2023,2024,1002178.12,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2024,2025,1020322.48,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2025,2026,1038913.67,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2026,2027,1057964.71,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2017,2018,86386.13,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2018,2019,88820.30,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2019,2020,90374.61,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2020,2021,91966.47,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2021,2022,93598.96,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2022,2023,95271.30,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2023,2024,96985.03,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2024,2025,98740.91,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2025,2026,100541.24,Authorities-Stakeholders,Administration,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2026,2027,102383.73,Authorities-Stakeholders,Administration,High
Wasmannia auropunctata,Little fire ant,France,2008,2008,694892.31,Authorities-Stakeholders,Control/Education/Information,High
Monomorium pharaonis,Pharaoh ant,United States of America,1965,1965,31118.06,Public and social welfare,Control/Eradication,High
Wasmannia auropunctata,Little fire ant,Vanuatu,2015,2015,496.93,Authorities-Stakeholders,Control/Eradication,High
Wasmannia auropunctata,Little fire ant,Vanuatu,2015,2015,387.82,Authorities-Stakeholders,Control/Eradication,High
Solenopsis invicta/ Solenopsis richteri,Fire ants,United States of America,1935,1948,,Agriculture,Damage-Loss,High
Solenopsis invicta/ Solenopsis richteri,Fire ants,United States of America,,1976,,Agriculture/Health,Control,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2017,2017,7668088.19,Forestry,Control,High
Solenopsis invicta,Red Imported Fire Ant,United States of America,1990,1990,1500.83,Public and social welfare,Damage repair,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2017,2017,5242351.15,Public and social welfare,Damage repair,High
Solenopsis invicta,Red Imported Fire Ant,Australia,2017,2017,389344207.99,Public and social welfare,Damage repair,High
Acromyrmex octospinosus,NA,France,2012,2012,98760.17,Authorities-Stakeholders,Research,High
Solenopsis invicta,Red Imported Fire Ant,United States of America,1975,1977,178905.80,Public and social welfare,Damage repair,High
Solenopsis invicta,Red Imported Fire Ant,United States of America,1948,1948,,Agriculture,Damage-loss,High
Solenopsis invicta,Red Imported Fire Ant,China,2008,2008,122.01,Agriculture,Damage-Loss,High
Solenopsis invicta,Red Imported Fire Ant,China,2008,2008,451.63,Agriculture,Damage-Loss,High
Solenopsis invicta,Red Imported Fire Ant,China,2008,2008,13.73,Health/Public and social welfare,Medical/Personal loss,High
Solenopsis invicta,Red Imported Fire Ant,China,2018,2020,25887.35,Authorities-Stakeholders,Eradication,High
Solenopsis invicta,Red Imported Fire Ant,China,2018,2018,312370.10,Authorities-Stakeholders,Eradication,High
Solenopsis invicta,Red Imported Fire Ant,China,2018,2018,285648.63,Authorities-Stakeholders,Control/Prevention,High
Solenopsis invicta,Red Imported Fire Ant,New Zealand,2006,2008,2411106.71,Authorities-Stakeholders,Eradication/Surveillance,High
Wasmannia auropunctata,Little fire ant,Vanuatu,2015,2015,3103.78,Authorities-Stakeholders,Control/Eradication,High
Wasmannia auropunctata,Little fire ant,Vanuatu,2015,2015,25610.68,Authorities-Stakeholders,Control/Eradication,High
Wasmannia auropunctata,Little fire ant,Vanuatu,2015,2015,512.61,Authorities-Stakeholders,Control/Eradication,High
Wasmannia auropunctata,Little fire ant,Vanuatu,2015,2015,448.51,Authorities-Stakeholders,Control/Eradication,High
Diverse/Unspecified,Invasive ants,United States of America,2004,2004,59442.47,Authorities-Stakeholders,Research,High
Linepithema humile,Argentine ant,United States of America,2005,2006,97273.70,Authorities-Stakeholders,Research,High
Wasmannia auropunctata,Little fire ant,United States of America,2007,2008,93925.36,Authorities-Stakeholders,Research,High
Solenopsis invicta/Wasmannia auropunctata,Little fire ant/Red Imported Fire ant,United States of America,2007,2008,56924.46,Authorities-Stakeholders,Prevention,High
Linepithema humile,Argentine ant,United States of America,2007,2008,83936.26,Authorities-Stakeholders,Research,High
Diverse/Unspecified,Invasive ants,United States of America,2008,2009,34276.55,Authorities-Stakeholders,Prevention,High
Wasmannia auropunctata,Little fire ant,United States of America,2008,2009,57127.58,Authorities-Stakeholders,Research,High
Solenopsis invicta,Red Imported Fire Ant,United States of America,2008,2009,25957.63,Authorities-Stakeholders,Research,High
Diverse/Unspecified,Invasive ants,United States of America,2009,2010,44964.62,Authorities-Stakeholders,Prevention,High
Diverse/Unspecified,Invasive ants,United States of America,2009,2010,75315.74,Authorities-Stakeholders,Management,High
Diverse/Unspecified,Invasive ants,United States of America,2009,2010,224823.11,Authorities-Stakeholders,Prevention,High
Wasmannia auropunctata,Little fire ant,United States of America,2009,2010,131521.52,Authorities-Stakeholders,Research,High
Diverse/Unspecified,Invasive ants,United States of America,2010,2011,63203.47,Authorities-Stakeholders,Prevention,High
Diverse/Unspecified,Invasive ants,United States of America,2010,2011,30512.02,Authorities-Stakeholders,Management,High
Diverse/Unspecified,Invasive ants,United States of America,2010,2011,217943.00,Authorities-Stakeholders,Prevention,High
Wasmannia auropunctata,Little fire ant,United States of America,2010,2011,127496.65,Authorities-Stakeholders,Research,High
Diverse/Unspecified,Invasive ants,United States of America,2010,2011,27242.87,Authorities-Stakeholders,Prevention,High
Diverse/Unspecified,Invasive ants,United States of America,2011,2012,77704.75,Authorities-Stakeholders,Prevention,High
Anoplolepis gracilipes,Yellow crazy ant/yellow crazy ant,Seychelles,2020,2021,53619.85,Authorities-Stakeholders,Control,High
Anoplolepis gracilipes,Yellow crazy ant/yellow crazy ant,Seychelles,2017,2018,73778.98,Authorities-Stakeholders,Control,High
Corbicula fluminea,Asian clam,Finland,2013,2013,607894.23,Fishery,Control,High
Branta canadensis,Canada goose,Finland,2015,2025,252437.31,Authorities-Stakeholders,Eradication/Monitoring,High
Elodea canadensis,Canadian waterweed/American waterweed,Finland,2015,2025,229488.46,Authorities-Stakeholders,Monitoring,High
Eriocheir sinensis,Chinese mitten crab,Finland,2015,2025,172116.35,Authorities-Stakeholders,Eradication/Monitoring,High
Reynoutria japonica,Japanese knotweed,Finland,2015,2025,631093.28,Authorities-Stakeholders,Eradication/Monitoring,High
Heracleum persicum,Hogweed,Finland,2015,2025,803209.63,Authorities-Stakeholders,Eradication/Monitoring,High
Lysichiton americanus,American Skunk-cabbage,Finland,2015,2025,80320.96,Authorities-Stakeholders,Eradication/Monitoring,High
Pacifastacus leniusculus,Signal crayfish,Finland,2015,2025,688465.39,Authorities-Stakeholders,Eradication/Monitoring,High
Potamopyrgus antipodarum,Jenkin's spire shell,Finland,2015,2025,114744.23,Authorities-Stakeholders,Monitoring,High
Diverse/Unspecified,Unspecified,Finland,2015,2025,2013135.40,Authorities-Stakeholders,Unspecified,High
Aphanomyces astaci,Crayfish plague,Finland,,,,Fishery,Damage-Loss,High
Corbicula fluminea,Asian clam,Finland,2013,2013,11179.66,Authorities-Stakeholders,Monitoring,High
Bursaphelenchus mucronatus,Pine wood nematode ,Finland,,,,Authorities-Stakeholders,Control,High
Diverse/Unspecified,Hogweed/Hogweed species,Finland,2015,2025,1496366.21,Authorities-Stakeholders,Control/Eradication/Monitoring,High
Oryctolagus cuniculus,European (common) rabbit,Finland,2010,2010,745129.38,Authorities-Stakeholders,Control/Prevention,High
Diverse/Unspecified,Unspecified,Finland,2010,2010,58865220.64,Authorities-Stakeholders,Unspecified,High
Oryctolagus cuniculus,European (common) rabbit,Finland,2008,2008,234421.50,Authorities-Stakeholders,Damage repair,Low
Rosa rugosa,Japanse rose,Finland,2009,2010,24759.83,Authorities-Stakeholders,Eradication/Monitoring,High
Cercopagis pengoi,Fish-hook waterflea,Russia,1996,1998,24525.45,Fishery,Damage-Loss,High
Diverse/Unspecified,Hogweeds/Himalayan balsem,Finland,2008,2009,59601.58,Authorities-Stakeholders,Administration/Communication/Control/Education/Eradication,High
Diverse/Unspecified,Hogweeds,Finland,2008,2009,48421.92,Authorities-Stakeholders,Administration/Communication/Control/Education/Eradication,High
Diverse/Unspecified,Hogweeds/Himalayan balsem,Finland,2010,2012,130429.41,Authorities-Stakeholders,Administration/Communication/Control/Education/Eradication,High
Corbicula fluminea,Asian clam,Finland,2013,2013,34971386.52,Authorities-Stakeholders,Control/Eradication,High
Neovison vison,American mink,Iceland,1949,2009,226127.10,Authorities-Stakeholders,Control/Eradication,High
Neovison vison,American mink,Iceland,2000,2012,510620.72,Authorities-Stakeholders,Control/Eradication,Low
Neovison vison,American mink,Iceland,1958,2019,320791.32,Authorities-Stakeholders,Control/Eradication,High
Neovison vison,American mink,Iceland,2007,2009,322160.77,Authorities-Stakeholders,Control/Eradication/Research,High
Nymphoides peltata,Floating heart,Sweden,2005,2005,470275.35,Authorities-Stakeholders,Control/Eradication,High
Nyctereutes procyonoides,Raccoon dog,Sweden,2018,2018,898387.81,Authorities-Stakeholders,Control,High
Eriocheir sinensis,Chinese mitten crab,Sweden,2018,2018,224596.95,Authorities-Stakeholders,Control,High
Pacifastacus leniusculus,Signal crayfish,Sweden,2018,2018,224596.95,Authorities-Stakeholders,Control,High
Trachemys scripta,NA,Sweden,2018,2018,3368.95,Authorities-Stakeholders,Eradication,High
Lysichiton americanus,American Skunk-cabbage,Sweden,2018,2018,25491.75,Authorities-Stakeholders,Eradication,High
Corbicula fluminea,Asian clam,Finland,2013,2013,69872.90,Authorities-Stakeholders,Control/Eradication,High
Heracleum persicum,Hogweed,Sweden,,,,Authorities-Stakeholders,Eradication/Monitoring,High
Trachemys scripta,NA,Sweden,2018,2018,786.09,Authorities-Stakeholders,Control,High
Rosa rugosa,Japanese rose,Sweden,,,,Authorities-Stakeholders,Eradication,High
Elodea canadensis,Canadian waterweed/American waterweed,Sweden,,,118.31,Authorities-Stakeholders,Control/Damage-Loss/Eradication,High
Reynoutria japonica,Japanese knotweed,Sweden,2020,2070,993811.69,Authorities-Stakeholders,Control/Eradication,High
Rosa rugosa,Japanese rose,Sweden,2020,2070,105344.04,Authorities-Stakeholders,Control/Eradication,High
Lupinus polyphyllus,Large-leaved lupine,Sweden,2020,2070,3875865.58,Authorities-Stakeholders,Control/Eradication,High
Phedimus hybridus,Hybrid stonecrop,Sweden,2020,2070,69765.58,Authorities-Stakeholders,Control/Eradication,High
Neovison vison,American mink,Sweden,2020,2070,95786357.03,Authorities-Stakeholders,Control/Eradication,High
Cotula coronopifolia,Buttonweed,Sweden,2020,2070,451646.49,Authorities-Stakeholders,Control/Eradication,High
Corbicula fluminea,Asian clam,Finland,2013,2013,5589832.01,Authorities-Stakeholders,Damage-Loss,High
Cotula coronopifolia,Buttonweed,Sweden,2020,2070,248002.31,Environment,Damage-Loss,High
Cotoneaster divaricatus,Spreading cotoneaster,Sweden,2020,2070,9073255.38,Environment,Damage-Loss,High
Cotoneaster divaricatus,Spreading cotoneaster,Sweden,2020,2025,14567615.58,Authorities-Stakeholders,Control/Eradication,High
Solidago canadensis,Canada goldenrod,Sweden,2020,2070,33772.67,Authorities-Stakeholders,Control/Eradication,High
Marenzelleria spp.,NA,Germany/Denmark/Sweden/Finland/Russia/Estonia/Latvia/Lithuania/Poland,2021,2081,878979729.88,Environment,Damage-Loss,Low
Homarus americanus,American lobster,Sweden,2005,2015,173502.72,Authorities-Stakeholders,Prevention,High
Corbicula fluminea,Asian clam,Finland,2013,2013,698729.00,Public and social welfare,Damage-Loss,High
Corbicula fluminea,Asian clam,Finland,2013,2013,69872.90,Health,Damage-Loss,High
Diverse/Unspecified,Hogweed,Finland,,,85034.99,Authorities-Stakeholders,Eradication/Monitoring,High
Ambrosia artemisiifolia,Roman ragweed,Finland,2015,2025,45897.69,Authorities-Stakeholders,Eradication/Monitoring,High
Frankliniella occidentalis,western flower thrip,Norway,2006,2006,96502686.50,Agriculture,Damage-Loss,High
Phytophthora infestans,potato blight,Norway,2006,2006,9195246.16,Agriculture,Eradication,High
Phytophthora infestans,potato blight,Norway,2006,2006,1801130.69,Agriculture,Damage-Loss,High
Phytophthora infestans,potato blight,Norway,2006,2006,625655.92,Agriculture,Administration/Research,High
Heracleum mantegazzianum,giant hogweed,Norway,2013,2013,107459.66,Authorities-Stakeholders,Management,High
Arion lusitanicus,Spanish slug,Norway,2014,2014,24178423.88,Environment/Public and social welfare,Damage-Loss,High
Arion lusitanicus,Spanish slug,Norway,2014,2014,24178423.88,Public and social welfare,Eradication,High
Heracleum mantegazzianum,giant hogweed,Norway,2014,2014,1119371.48,Authorities-Stakeholders,Eradication,High
Rosa rugosa,Japanese rose,Norway,,,1611894.93,Authorities-Stakeholders,Eradication,High
Elodea canadensis,Canadian waterweed,Norway,2014,2014,411928.70,Fishery,Damage-Loss,High
Elodea canadensis,Canadian waterweed,Norway,2014,2014,2399932.44,Environment/Public and social welfare,Control,High
Pacifastacus Leniusculus/Aphanomyces astaci,signal crayfish and crayfish plague,Norway,2014,2014,2265607.87,Fishery,Damage-Loss,High
Rosa rugosa,Japanese rose,Norway,2013,2013,89549.72,Authorities-Stakeholders,Management,High
Neovison vison,American mink,Norway,2013,2013,232829.27,Authorities-Stakeholders,Management,High
Nyctereutes procyonoides,raccoon dog,Norway,2013,2013,143279.55,Authorities-Stakeholders,Management,High
Elodea canadensis,Canadian waterweed,Norway,2013,2013,429838.65,Authorities-Stakeholders,Management,High
Pacifastacus Leniusculus/Aphanomyces astaci,signal crayfish and crayfish plague,Norway,2013,2013,107459.66,Authorities-Stakeholders,Management,High
Paralithodes camtschaticus,red king crab,Norway,2013,2013,250739.21,Authorities-Stakeholders,Management,High
Magallana gigas,Pacific giant oyster,Norway,2013,2013,71639.77,Authorities-Stakeholders,Management,High
Tinca tinca,doctor fish,Norway,2013,2013,125369.61,Authorities-Stakeholders,Management,High
Campanula latifolia,giant bellflower,Norway,2020,2060,44909.66,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Lupinus nootkatensis,Nootka lupine,Norway,2020,2060,12223.93,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Lupinus perennis,sundial lupine,Norway,2020,2060,3188.85,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Lupinus polyphyllus,blue pod,Norway,2020,2060,47035.56,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Reynoutria japonica,Japanese knotweed,Norway,2020,2060,558199066.91,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Reynoutria sachalinensis,Sakhalin knotweed,Norway,2020,2060,35344967.17,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Reynoutria bohemica,bohemian knotweed,Norway,2020,2060,66103568.30,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Solidago gigantea,giant goldenrod,Norway,2020,2060,44378.19,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Petasites hybridus,butterbur ,Norway,2020,2060,1364562.82,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Rosa rugosa,Japanese rose,Norway,2020,2060,12302058.61,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Senecio inaequidens,narrow-leaved ragwort,Norway,2020,2060,26573.76,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Cerastium tomentosum,boreal chickweed,Norway,2020,2060,51818.84,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Senecio inaequidens,narrow-leaved ragwort,Norway,2020,2060,3055.98,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Petasites japonicus, giant butterbur,Norway,2020,2060,770639.18,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Cerastium tomentosum,boreal chickweed,Norway,2020,2060,108420.96,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Impatiens glandulifera,himalayan balsam,Norway,2020,2060,3003101.15,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Heracleum mantegazzianum,giant hogweed,Norway,2020,2060,6047125.89,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Heracleum persicum,Persian hogweed,Norway,2020,2060,3278538.22,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Phedimus spurius,Caucasian stonecrop,Norway,2020,2060,51685.97,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Phedimus spurius,Caucasian stonecrop,Norway,2020,2060,761205.49,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Phedimus hybridus,Caucasian stonecrop,Norway,2020,2060,51685.97,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Laburnum alpinum,Alpine laburnum,Norway,2020,2060,6088448.09,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Laburnum alpinum,Alpine laburnum,Norway,2020,2060,131673.00,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Laburnum anagyroides,common laburnum,Norway,2020,2060,8186446.81,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Laburnum anagyroides,common laburnum,Norway,2020,2060,131673.00,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Cotoneaster multiflorus,many-flowered cotoneaster,Norway,2020,2060,189537.38,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
